Wall time,Step,Value
1544470040.587509,1,2352.585205078125
1544470083.3228836,2,1611.608642578125
1544470125.980302,3,2986.7470703125
1544470166.0596633,4,2865.548828125
1544470207.2091682,5,1947.5272216796875
1544470247.50442,6,1966.5089111328125
1544470287.923198,7,1947.46533203125
1544470328.45607,8,2544.4951171875
1544470368.752955,9,2019.0029296875
1544470409.995687,10,1040.9169921875
1544470452.5014834,11,2008.447509765625
1544470493.0634506,12,726.3741455078125
1544470535.6647546,13,579.9435424804688
1544470578.1463115,14,601.0555419921875
1544470619.2751634,15,1267.81884765625
1544470659.8782666,16,1043.8048095703125
1544470700.597288,17,1789.4593505859375
1544470741.1810048,18,635.4539794921875
1544470781.7395296,19,1663.718017578125
1544470822.392225,20,2623.866943359375
1544470863.0349164,21,1072.0211181640625
1544470903.8552964,22,1871.789794921875
1544470944.443562,23,1029.2506103515625
1544470984.7255974,24,3839.0927734375
1544471025.9045784,25,539.4571533203125
1544471068.4479668,26,1009.6612548828125
1544471109.1229687,27,1329.2672119140625
1544471149.713204,28,1094.2659912109375
1544471189.9499934,29,1319.913818359375
1544471231.0551038,30,264.8134765625
1544471273.8186731,31,231.37771606445312
1544471316.7307153,32,652.2186889648438
1544471357.482188,33,457.4313659667969
1544471397.7805326,34,362.9591979980469
1544471438.926315,35,522.825927734375
1544471479.7626808,36,535.9454345703125
1544471520.44897,37,3287.788818359375
1544471561.0901918,38,634.8817749023438
1544471601.4993618,39,2806.7177734375
1544471642.2088523,40,209.00137329101562
1544471685.006207,41,444.706298828125
1544471725.5830402,42,868.407958984375
1544471766.4438608,43,884.1952514648438
1544471806.8540723,44,1447.3651123046875
1544471848.3261707,45,910.93994140625
1544471889.2869532,46,152.06747436523438
1544471932.146551,47,310.4067077636719
1544471973.1595669,48,1072.8997802734375
1544472013.8444328,49,705.4012451171875
1544472054.8834999,50,435.57916259765625
1544472095.6368628,51,1216.04296875
1544472136.6086142,52,356.0277404785156
1544472177.3422587,53,1994.77783203125
1544472217.892572,54,310.0255432128906
1544472259.1755807,55,550.4815063476562
1544472300.0444396,56,197.1700439453125
1544472340.5266647,57,211.3236083984375
1544472381.239403,58,165.16990661621094
1544472421.855724,59,242.00953674316406
1544472462.6588404,60,278.2068786621094
1544472503.8402114,61,511.63818359375
1544472544.4578967,62,452.22869873046875
1544472585.0907123,63,1750.39453125
1544472625.6349099,64,1337.061767578125
1544472666.8626618,65,226.62481689453125
1544472707.5493662,66,203.80137634277344
1544472748.0455241,67,321.0810546875
1544472788.5366342,68,207.10467529296875
1544472828.980874,69,584.0343627929688
1544472870.192178,70,2009.6739501953125
1544473181.0226498,71,305.9754943847656
1544473223.732878,72,247.3944549560547
1544473266.0786102,73,3895.25244140625
1544473306.611005,74,185.80223083496094
1544473349.290183,75,286.2178955078125
1544473390.1813302,76,195.79159545898438
1544473430.92524,77,255.51364135742188
1544473471.5424953,78,503.2880859375
1544473512.4628956,79,801.9440307617188
1544473553.107348,80,262.2671203613281
1544473594.345085,81,198.6760711669922
1544473635.046896,82,351.44891357421875
1544473675.7113357,83,844.1300659179688
1544473716.55295,84,966.6572265625
1544473756.9160423,85,1898.152587890625
1544473798.1754396,86,257.7632751464844
1544473838.6756194,87,3765.576171875
1544473879.3853028,88,342.6786804199219
1544473919.9960134,89,1157.86865234375
1544473959.9438884,90,695.160888671875
1544474001.643032,91,287.38812255859375
1544474042.3284218,92,284.53436279296875
1544474083.2547362,93,398.677978515625
1544474123.9574862,94,208.18051147460938
1544474164.2653744,95,455.266845703125
1544474205.453844,96,755.7195434570312
1544474246.0820503,97,143.85443115234375
1544474288.904403,98,135.75045776367188
1544474331.7204468,99,1841.5640869140625
1544474372.1147397,100,950.2041015625
1544474413.6129491,101,510.7957458496094
1544474454.4225686,102,98.60978698730469
1544474497.474782,103,569.16796875
1544474538.0282826,104,509.17022705078125
1544474578.4334924,105,1479.6796875
1544474619.9671028,106,329.60443115234375
1544474660.5161338,107,203.024169921875
1544474701.3728178,108,211.33282470703125
1544474742.23816,109,532.9777221679688
1544474782.118244,110,531.2763671875
1544474823.813036,111,416.17510986328125
1544474864.6104884,112,1287.9901123046875
1544474905.2050357,113,148.30267333984375
1544474945.7598846,114,349.947021484375
1544474986.1603465,115,316.182861328125
1544475027.3139777,116,220.37188720703125
1544475068.097538,117,91.3244857788086
1544475110.9693635,118,376.2518310546875
1544475151.8412404,119,219.6045379638672
1544475192.2757423,120,359.6641540527344
1544475233.7562962,121,240.01876831054688
1544475274.3973906,122,225.53936767578125
1544475315.3175964,123,351.82257080078125
1544475356.4438393,124,379.9371032714844
1544475397.0501225,125,249.09063720703125
1544475438.3098292,126,199.30850219726562
1544475479.0192144,127,170.2122802734375
1544475519.76095,128,275.9019775390625
1544475560.3228748,129,118.35686492919922
1544475600.35504,130,408.8443603515625
1544475641.945747,131,96.51617431640625
1544475682.7442431,132,801.33740234375
1544475723.4354596,133,221.80584716796875
1544475764.0971465,134,793.1686401367188
1544475804.3482895,135,380.3876647949219
1544475845.6524734,136,540.8388671875
1544475886.0964856,137,158.85153198242188
1544475926.898839,138,474.5628662109375
1544475967.6246817,139,139.51934814453125
1544476008.061534,140,225.2501678466797
1544476049.3942323,141,168.28018188476562
1544476901.7546933,142,171.07257080078125
1544476945.0160515,143,116.87234497070312
1544476987.4879405,144,187.4223175048828
1544477027.8782234,145,163.28509521484375
1544477068.0578904,146,211.87005615234375
1544477109.2523565,147,180.73817443847656
1544477149.8316364,148,298.64068603515625
1544477190.3686025,149,140.56680297851562
1544477231.1353462,150,320.65087890625
1544477271.4156885,151,168.98532104492188
1544477312.5465639,152,129.52975463867188
1544477353.0998821,153,493.9376525878906
1544477393.6049235,154,192.95120239257812
1544477434.1958015,155,127.74015808105469
1544477474.694694,156,113.90116119384766
1544477517.9863825,157,102.90817260742188
1544477561.4032464,158,123.97224426269531
1544477602.4022276,159,428.4468994140625
1544477643.1866705,160,130.41921997070312
1544477683.0891225,161,484.1067810058594
1544477724.743957,162,181.7962646484375
1544477765.5727427,163,386.3328552246094
1544477806.258696,164,173.98248291015625
1544477846.9388647,165,153.6336212158203
1544477887.6081166,166,239.6031494140625
1544477928.9081535,167,162.51116943359375
1544477969.715912,168,105.27723693847656
1544478010.783241,169,106.81444549560547
1544478051.5806105,170,401.8603210449219
1544478091.842357,171,582.3956909179688
1544478132.8848424,172,195.56402587890625
1544478173.5576446,173,104.1664047241211
1544478214.6238718,174,425.7008972167969
1544478255.4986684,175,491.92822265625
1544478295.8053687,176,407.32476806640625
